Name,Year,min_players,max_players,min_playtime,max_playtime,min_age,category,mechanic,userrated,avg_rate,rank,owned,trading,wanting,wishing,num_comments,num_weights,avg_weight
A Game of Thrones: The Card Game (Second Edition),2015,2,4,60,120,14,"['Bluffing', 'Card Game', 'Collectible Components', 'Fantasy', 'Fighting', 'Negotiation', 'Novel-based', 'Political']","['Alliances', 'Hand Management', 'Open Drafting', 'Race', 'Simultaneous Action Selection', 'Take That', 'Turn Order: Stat-Based', 'Variable Player Powers']",4822,7.50792,639,9184,378,91,804,898,148,3.527
Las Vegas Royale,2019,2,5,45,60,8,['Dice'],"['Area Majority / Influence', 'Dice Rolling']",2121,7.45258,1179,4390,42,252,1211,394,48,1.3958
Founding Fathers,2010,3,5,90,90,13,['Political'],"['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Hand Management', 'Open Drafting', 'Set Collection', 'Simulation', 'Voting']",1928,6.95393,1864,2247,110,204,768,626,159,2.7484
Adventure Games: The Dungeon,2019,1,4,90,90,12,"['Fantasy', 'Puzzle']","['Cooperative Game', 'Narrative Choice / Paragraph']",2414,6.96339,1665,5432,246,70,553,525,62,1.7097
Pergamon,2011,2,4,45,45,10,['Ancient'],"['Set Collection', 'Tile Placement']",2498,6.91543,1658,2777,123,167,550,623,194,2.2423
Meadow,2021,1,4,60,90,10,"['Animals', 'Card Game', 'Environmental']","['Hand Management', 'Layering', 'Open Drafting', 'Set Collection', 'Solo / Solitaire Game', 'Worker Placement, Different Worker Types']",8468,7.778,201,15672,122,585,4185,1289,260,2.2346
New York Slice,2017,2,6,30,30,8,['Party Game'],"['I Cut, You Choose', 'Once-Per-Game Abilities', 'Turn Order: Progressive']",3694,6.70594,1712,5608,187,128,667,744,54,1.4444
Star Wars: Destiny,2016,2,2,30,30,10,"['Card Game', 'Collectible Components', 'Dice', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction']","['Dice Rolling', 'Hand Management', 'Variable Player Powers']",5367,7.4581,618,8609,254,114,547,859,101,2.4554
Street Masters,2018,1,4,45,120,14,"['Adventure', 'Card Game', 'Fantasy', 'Fighting', 'Miniatures', 'Puzzle', 'Video Game Theme']","['Cooperative Game', 'Dice Rolling', 'Events', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",1333,7.99471,1260,2379,59,218,1003,350,49,2.8367
Marvel United,2020,1,4,40,40,14,"['Card Game', 'Comic Book / Strip', 'Fighting']","['Cooperative Game', 'Hand Management', 'Modular Board', 'Solo / Solitaire Game', 'Variable Player Powers']",9024,7.61259,292,20352,308,174,1630,1597,231,1.8139
Imperial Struggle,2020,2,2,120,240,14,"['Age of Reason', 'Wargame']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Events', 'Open Drafting', 'Point to Point Movement', 'Secret Unit Deployment', 'Simulation']",2386,8.27585,513,6276,137,187,1886,731,185,3.9946
Railroad Ink: Blazing Red Edition,2018,1,6,20,30,8,"['Dice', 'Trains']","['Bingo', 'Connections', 'Dice Rolling', 'Line Drawing', 'Network and Route Building', 'Paper-and-Pencil']",6605,7.10177,802,12962,174,163,1030,904,99,1.4646
Haspelknecht: The Story of Early Coal Mining,2015,2,4,60,90,12,"['Environmental', 'Farming']","['Action Points', 'End Game Bonuses', 'Turn Order: Stat-Based', 'Variable Set-up', 'Worker Placement']",1936,7.23143,1504,3296,152,130,588,474,102,3.0686
Mangrovia,2014,2,5,75,75,10,[],"['Area Majority / Influence', 'Hand Management', 'Variable Phase Order', 'Worker Placement']",1724,7.16957,1702,2243,66,135,551,406,83,2.4458
Similo,2019,2,8,10,15,7,"['Card Game', 'Deduction', 'Fantasy', 'Mythology']","['Communication Limits', 'Cooperative Game', 'Deduction']",4742,6.82698,1339,12566,76,120,920,1226,101,1.0396
The Prodigals Club,2015,2,5,40,100,14,"['Card Game', 'Economic']","['Hand Management', 'Highest-Lowest Scoring', 'Worker Placement']",2651,7.29843,1119,5161,153,252,1249,620,97,3.2474
Juicy Fruits,2021,1,4,20,50,8,"['Economic', 'Farming']","['Area Movement', 'Contracts', 'Grid Movement', 'Tile Placement']",1941,7.07814,1709,3969,119,87,715,353,51,2
Zombicide: Green Horde,2018,1,6,60,60,14,"['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Medieval', 'Miniatures', 'Zombies']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']",4014,7.70522,638,11026,158,148,1101,759,89,2.4719
Paint the Roses,2022,2,5,50,70,11,"['Deduction', 'Fantasy', 'Novel-based', 'Puzzle']","['Communication Limits', 'Cooperative Game', 'Deduction', 'Hexagon Grid', 'Pattern Recognition', 'Tile Placement']",1845,7.28481,1585,3397,49,151,1185,472,40,2.45
Imperial,2006,2,6,120,180,13,"['Economic', 'Nautical', 'Political']","['Advantage Token', 'Area Majority / Influence', 'Area Movement', 'Investment', 'Ownership', 'Rondel', 'Stock Holding']",8687,7.59793,286,7625,201,489,2021,2302,976,3.5645
AquaSphere,2014,2,4,100,100,12,"['Nautical', 'Science Fiction']","['Area Majority / Influence', 'Area Movement', 'End Game Bonuses', 'Income', 'Modular Board', 'Once-Per-Game Abilities', 'Open Drafting', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Turn Order: Pass Order', 'Variable Set-up']",7273,7.25577,599,10788,451,189,1217,1540,395,3.6759
Deus,2014,2,4,60,90,14,"['Civilization', 'Mythology']","['Area Majority / Influence', 'End Game Bonuses', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Network and Route Building', 'Victory Points as a Resource']",8773,7.28436,489,10322,302,403,2134,1717,363,2.8292
Black Angel,2019,1,4,60,120,12,"['Science Fiction', 'Space Exploration']","['Bias', 'Dice Rolling', 'Hand Management', 'Map Addition', 'Map Reduction', 'Slide/Push', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Set-up', 'Worker Placement with Dice Workers']",4586,7.2684,801,8497,379,330,2329,974,285,3.8456
Dragomino,2020,2,4,15,15,5,"[""Children's Game"", 'Fantasy', 'Territory Building']","['Open Drafting', 'Pattern Building', 'Tile Placement', 'Turn Order: Stat-Based']",1799,7.07588,1876,4278,34,67,587,383,58,1.1034
Spring Meadow,2018,1,4,15,60,10,"['Abstract Strategy', 'Animals', 'Puzzle']","['Grid Coverage', 'Pattern Building', 'Tile Placement']",1635,7.06177,1930,3148,65,171,889,355,39,1.7949
"Air, Land, and Sea: Critters at War",2021,2,2,15,30,14,"['Animals', 'Card Game', 'Wargame']","['Area Majority / Influence', 'Card Play Conflict Resolution', 'Hand Management']",1248,7.54198,1679,3240,33,103,680,221,22,1.5909
Furnace,2020,2,4,30,60,12,"['Card Game', 'Economic', 'Industry / Manufacturing', 'Post-Napoleonic']","['Auction Compensation', 'Auction/Bidding', 'Auction: Fixed Placement', 'Auction: Multiple Lot', 'Constrained Bidding', 'Open Drafting', 'Turn Order: Progressive', 'Variable Player Powers', 'Variable Set-up']",9149,7.42946,377,14099,198,471,3369,1418,197,2.269
CO₂: Second Chance,2018,1,4,60,120,12,"['Economic', 'Environmental', 'Industry / Manufacturing']","['Area Majority / Influence', 'Cooperative Game', 'Open Drafting', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Tile Placement', 'Worker Placement']",3213,7.55685,760,6853,162,337,1963,779,200,4.075
Pioneer Days,2017,2,4,45,75,14,"['American West', 'Dice']","['Dice Rolling', 'Open Drafting', 'Variable Player Powers']",2029,7.25211,1437,3006,83,218,828,417,67,2.5224
Flick of Faith,2019,2,4,15,40,8,"['Action / Dexterity', 'Mythology']","['Area Majority / Influence', 'Flicking', 'Variable Player Powers', 'Voting']",2341,7.37562,1190,4381,33,109,714,311,62,1.2258
Dice Miner,2021,1,4,20,30,10,"['Dice', 'Fantasy']","['Dice Rolling', 'Open Drafting', 'Variable Player Powers']",1809,7.29492,1555,3455,32,229,1089,356,35,1.6571
BANG! The Dice Game,2013,3,8,15,15,8,"['American West', 'Bluffing', 'Deduction', 'Dice', 'Fighting', 'Party Game']","['Dice Rolling', 'Hidden Roles', 'Player Elimination', 'Push Your Luck', 'Re-rolling and Locking', 'Team-Based Game', 'Variable Player Powers']",23654,6.90549,739,37773,714,264,2960,4285,734,1.2793
Earth,2023,1,5,45,90,13,"['Animals', 'Card Game', 'Environmental']","['Contracts', 'End Game Bonuses', 'Follow', 'Hand Management', 'Pattern Building', 'Solo / Solitaire Game', 'Tags', 'Tile Placement', 'Variable Set-up', 'Victory Points as a Resource']",8489,7.798,200,14084,117,627,5014,1581,314,2.8758
Sorcerer City,2020,1,6,45,60,14,"['Fantasy', 'Real-time']","['Deck, Bag, and Pool Building', 'Hand Management', 'Real-Time', 'Tile Placement']",1444,7.42067,1683,2968,133,91,709,379,30,2.2333
Yellow & Yangtze,2018,2,4,90,90,14,"['Ancient', 'Civilization', 'Territory Building']","['Area Majority / Influence', 'Hand Management', 'Hexagon Grid', 'Hidden Victory Points', 'Highest-Lowest Scoring', 'Open Drafting', 'Set Collection', 'Tile Placement']",2442,7.84494,683,3581,55,438,1627,693,92,3.1087
Port Royal,2014,2,5,20,50,8,"['Card Game', 'Economic', 'Nautical', 'Pirates']","['Contracts', 'Events', 'Market', 'Move Through Deck', 'Open Drafting', 'Push Your Luck', 'Race', 'Set Collection']",16819,7.12362,530,25038,386,289,1945,2653,551,1.6225
"Sword of Rome: Conquest of Italy, 362-272 BC",2004,2,5,360,360,12,"['Ancient', 'Political', 'Territory Building', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Events', 'Point to Point Movement', 'Simulation', 'Variable Player Powers']",1636,7.32876,1568,2669,101,116,491,636,211,3.327
Foundations of Rome,2022,2,4,60,90,13,"['Ancient', 'City Building', 'Economic']","['Auction: Dutch', 'Cooperative Game', 'Income', 'Market', 'Ownership', 'Square Grid', 'Tile Placement']",2810,8.02446,521,4001,15,476,2500,710,88,1.9886
Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1982,1,8,60,120,13,"['Deduction', 'Murder/Mystery', 'Novel-based', 'Post-Napoleonic', 'Spies/Secret Agents']","['Cooperative Game', 'Deduction', 'Narrative Choice / Paragraph', 'Solo / Solitaire Game', 'Storytelling']",20604,7.65076,139,39733,859,786,7460,3852,637,2.6813
Sid Meier's Civilization: The Board Game,2010,2,4,120,240,13,"['City Building', 'Civilization', 'Exploration', 'Negotiation', 'Video Game Theme']","['Deck, Bag, and Pool Building', 'Grid Movement', 'Hand Management', 'Modular Board', 'Open Drafting', 'Rock-Paper-Scissors', 'Square Grid', 'Tech Trees / Tech Tracks', 'Trading', 'Variable Player Powers']",15643,7.37757,350,21112,764,375,3037,2795,1135,3.8978
Advanced Squad Leader: Starter Kit #2,2005,2,2,180,180,12,"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",1250,7.97318,1393,3439,47,98,289,386,180,3.8056
Shikoku 1889,2004,2,6,90,210,14,"['Economic', 'Trains', 'Transportation']","['Auction/Bidding', 'Hexagon Grid', 'Market', 'Network and Route Building', 'Ownership', 'Stock Holding', 'Tile Placement', 'Victory Points as a Resource']",1495,7.93399,1073,1584,16,210,787,599,81,3.9136
Corinth,2019,2,4,20,30,8,['Dice'],"['Dice Rolling', 'Paper-and-Pencil']",3006,6.74418,1842,5477,124,68,508,696,48,1.6875
Mysthea,2019,2,5,90,120,14,"['Adventure', 'Exploration', 'Fantasy', 'Miniatures']","['Area Majority / Influence', 'Area Movement', 'Deck, Bag, and Pool Building', 'Hand Management', 'Variable Player Powers']",1118,7.63611,1924,2512,59,69,495,294,63,3.8254
Firefly: The Game,2013,1,4,120,240,13,"['Adventure', 'Movies / TV / Radio theme', 'Science Fiction', 'Space Exploration', 'Travel']","['Area Movement', 'Dice Rolling', 'Open Drafting', 'Pick-up and Deliver', 'Solo / Solitaire Game', 'Take That', 'Trading', 'Variable Player Powers']",11802,7.39155,422,22112,463,346,2463,2628,526,2.9544
Arena: Roma II,2009,2,2,30,45,8,"['Ancient', 'Card Game', 'Dice']","['Action Points', 'Dice Rolling', 'Hand Management', 'Take That']",2130,6.87795,1904,2919,110,161,651,739,149,1.9262
Burgle Bros 2: The Casino Capers,2021,1,4,45,70,10,"['Exploration', 'Maze', 'Spies/Secret Agents']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Solo / Solitaire Game', 'Three Dimensional Movement', 'Variable Player Powers']",1490,7.39029,1645,5017,101,281,1454,388,38,2.4737
Samurai,1998,2,4,30,60,10,"['Abstract Strategy', 'Medieval']","['Area Majority / Influence', 'Hand Management', 'Hexagon Grid', 'Once-Per-Game Abilities', 'Set Collection', 'Tile Placement']",16025,7.46128,257,16454,294,842,3786,3978,1484,2.4771
Aeon's End: The New Age,2019,1,4,60,60,14,"['Card Game', 'Fantasy', 'Science Fiction']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting', 'Variable Phase Order', 'Variable Player Powers']",2451,8.55819,312,6301,86,168,1076,531,57,2.9298
Royal Palace,2008,2,4,60,60,12,['Age of Reason'],"['Action Points', 'Area Majority / Influence']",2205,6.86893,1860,2544,142,80,336,655,218,2.7798
Kingdomino,2016,2,4,15,25,8,"['City Building', 'Medieval', 'Territory Building']","['Open Drafting', 'Tile Placement', 'Turn Order: Stat-Based']",44793,7.31697,276,75181,933,364,4382,6252,998,1.2204
Spyfall 2,2016,3,12,15,15,13,"['Bluffing', 'Deduction', 'Humor', 'Party Game', 'Spies/Secret Agents']","['Acting', 'Memory', 'Role Playing', 'Voting']",3043,6.86311,1601,6683,161,101,867,542,42,1.2381
Hero Realms,2016,2,4,20,20,12,"['Card Game', 'Fantasy', 'Fighting']","['Deck, Bag, and Pool Building', 'Hand Management', 'Once-Per-Game Abilities', 'Take That']",17039,7.53177,251,29267,450,204,2209,2445,283,1.8622
Samurai Sword,2012,3,7,20,40,8,"['Bluffing', 'Card Game', 'Deduction', 'Fighting', 'Medieval']","['Hand Management', 'Team-Based Game', 'Variable Player Powers']",3797,6.66083,1923,6758,241,59,590,792,163,1.7607
Carcassonne: Amazonas,2016,2,5,35,35,8,"['Animals', 'Exploration', 'Territory Building']","['Area Majority / Influence', 'Map Addition', 'Tile Placement', 'Track Movement']",2060,7.04647,1715,4389,76,76,450,394,44,1.9318
Cabo,2010,2,5,30,30,8,['Card Game'],"['Hand Management', 'Memory']",1670,7.0957,1912,2959,18,16,150,275,53,1.2453
SHŌBU,2019,2,2,15,30,8,['Abstract Strategy'],"['Grid Movement', 'Slide/Push', 'Square Grid']",1738,7.53515,1330,3137,39,165,1394,396,43,1.8372
Android: Netrunner,2012,2,2,45,45,14,"['Bluffing', 'Card Game', 'Collectible Components', 'Science Fiction']","['Action Points', 'Deck Construction', 'Hand Management', 'Race', 'Secret Unit Deployment', 'Take That', 'Variable Player Powers']",29522,7.87756,71,45032,1397,600,5254,6095,1644,3.4015
The Lost Expedition,2017,1,5,30,50,14,"['Adventure', 'Card Game', 'Exploration']","['Cooperative Game', 'Hand Management', 'Solo / Solitaire Game']",6811,7.0574,879,12391,306,237,2165,1430,201,1.8806
Iberian Gauge,2017,3,5,60,90,12,"['Economic', 'Trains']","['Action Queue', 'Connections', 'Hexagon Grid', 'Income', 'Investment', 'Network and Route Building', 'Stock Holding', 'Turn Order: Pass Order', 'Victory Points as a Resource']",1349,7.33557,1794,2816,63,123,689,284,27,2.3704
Stockpile,2015,2,5,45,45,13,['Economic'],"['Auction: Fixed Placement', 'Auction/Bidding', 'Commodity Speculation', 'Constrained Bidding', 'Investment', 'Market', 'Open Drafting', 'Stock Holding', 'Victory Points as a Resource']",6855,7.47427,427,7596,125,529,2303,1352,183,2.1093
Steam Park,2013,2,4,60,60,10,"['City Building', 'Dice', 'Real-time', 'Science Fiction']","['Dice Rolling', 'Memory', 'Modular Board', 'Open Drafting', 'Real-Time']",5956,6.83613,1202,9311,454,184,1274,1221,219,2.1187
Exit: The Game – The Forgotten Island,2017,1,4,45,90,12,"['Deduction', 'Puzzle', 'Real-time']",['Cooperative Game'],3512,6.92222,1382,6863,96,64,353,598,45,2.6222
"Hey, That's My Fish!",2003,2,4,20,20,8,"['Abstract Strategy', 'Animals']","['Grid Movement', 'Hexagon Grid', 'Map Reduction', 'Modular Board', 'Variable Set-up']",21149,6.69256,1030,27648,643,303,1853,5391,1536,1.4486
Anomia,2010,3,6,30,30,10,"['Party Game', 'Real-time', 'Trivia', 'Word Game']","['Pattern Recognition', 'Speed Matching']",4500,6.69063,1699,8320,139,84,885,998,137,1.0438
NEOM,2018,1,5,45,45,10,['City Building'],"['Closed Drafting', 'Connections', 'Solo / Solitaire Game', 'Take That', 'Tile Placement']",1987,7.2874,1429,2889,98,109,700,459,67,2.5672
Pavlov's House,2018,1,3,60,75,12,"['Wargame', 'World War II']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Multiple Maps', 'Simulation', 'Solo / Solitaire Game']",1309,7.9298,1344,3330,45,278,1377,403,71,2.7324
Formula D,2008,2,10,60,60,8,"['Racing', 'Sports']","['Dice Rolling', 'Different Dice Movement', 'Grid Movement', 'Movement Points', 'Player Elimination', 'Push Your Luck', 'Race', 'Roll / Spin and Move', 'Simulation', 'Turn Order: Stat-Based']",19196,7.00142,646,26327,697,521,3443,3438,810,1.9765
Woodcraft,2022,1,4,60,120,12,"['Fantasy', 'Industry / Manufacturing']","['Contracts', 'Dice Rolling', 'End Game Bonuses', 'Income', 'Solo / Solitaire Game']",3388,7.75246,566,6528,54,438,3049,576,216,3.8472
Ikusa,1986,2,5,240,360,12,"['Civil War', 'Medieval', 'Territory Building', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Auction: Multiple Lot', 'Dice Rolling', 'Simultaneous Action Selection']",5160,7.02733,1121,8810,359,219,938,1868,517,2.9516
Havana,2009,2,4,30,45,10,"['Bluffing', 'Card Game']","['Action Retrieval', 'Hand Management', 'Memory', 'Set Collection', 'Simultaneous Action Selection']",3125,6.8458,1573,4103,152,104,466,690,198,2.2121
Curious Cargo,2020,2,2,30,60,12,"['Industry / Manufacturing', 'Puzzle', 'Transportation']","['Action Points', 'Network and Route Building', 'Pick-up and Deliver', 'Tile Placement']",2103,7.12566,1558,5012,187,144,1254,446,86,3.2093
Rise of Empires,2009,2,5,180,180,12,"['Ancient', 'Civilization']","['Area Majority / Influence', 'Variable Phase Order', 'Worker Placement']",2083,7.02947,1684,3051,160,105,524,594,225,3.5467
Terra Mystica,2012,2,5,60,150,12,"['Civilization', 'Economic', 'Fantasy', 'Territory Building']","['End Game Bonuses', 'Hexagon Grid', 'Income', 'Increase Value of Unchosen Resources', 'Network and Route Building', 'Tech Trees / Tech Tracks', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",46434,8.079,26,50454,775,1599,13695,6740,2876,3.9725
Marvel Champions: The Card Game,2019,1,4,45,90,14,"['Card Game', 'Collectible Components', 'Comic Book / Strip', 'Fighting']","['Cooperative Game', 'Deck Construction', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Variable Player Powers', 'Variable Set-up']",21492,8.1332,40,36392,419,563,5234,2866,669,2.9163
Rhino Hero: Super Battle,2017,2,4,10,20,5,"['Action / Dexterity', 'Animals', ""Children's Game""]","['Dice Rolling', 'Single Loser Game', 'Stacking and Balancing']",5039,7.24462,780,9519,113,253,1562,911,75,1.1067
Tales & Games: The Hare & the Tortoise,2011,2,5,15,20,7,"['Animals', 'Card Game', ""Children's Game"", 'Novel-based', 'Racing']","['Betting and Bluffing', 'Hand Management']",4106,7.08116,1076,6788,109,175,909,826,140,1.3643
Aquaretto,2008,2,5,45,45,10,['Animals'],"['Set Collection', 'Tile Placement']",2513,6.98147,1621,3215,89,145,430,773,213,2.1174
Telestrations: 12 Player Party Pack,2011,4,12,30,30,12,['Party Game'],"['Drawing', 'Line Drawing', 'Paper-and-Pencil']",2833,7.73924,674,5427,35,93,517,508,43,1.0698
The Crew: The Quest for Planet Nine,2019,2,5,20,20,10,"['Card Game', 'Science Fiction', 'Space Exploration']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Trick-taking']",37915,7.83881,63,72892,969,310,5263,4930,762,1.9646
Jaipur,2009,2,2,30,30,12,"['Animals', 'Card Game', 'Economic']","['Hand Management', 'Hidden Victory Points', 'Market', 'Open Drafting', 'Score-and-Reset Game', 'Set Collection']",48710,7.49034,166,75396,529,905,7415,7725,1681,1.467
